index,item_id,dept_id,cat_id,store_id,state_id,sales,day
24180,176,6,2,3,6,5,641
24181,51,2,0,8,55,4,641
24182,134,5,2,6,48,15,641
24183,55,2,0,6,48,1,641
24184,149,5,2,7,55,1,641
24185,40,2,0,6,48,3,641
24186,92,3,1,7,55,1,641
24187,14,0,0,0,6,3,641
24188,72,2,0,2,6,1,641
24189,32,1,0,6,48,3,641
24190,118,4,1,2,6,1,641
24191,177,6,2,5,48,1,641
24192,53,2,0,3,6,4,641
24193,115,3,1,3,6,4,641
24194,175,6,2,8,55,1,641
24195,153,5,2,0,6,2,641
24196,62,2,0,7,55,5,641
24197,130,5,2,1,6,1,641
24198,1,0,0,0,6,3,641
24199,6,0,0,5,48,4,641
24200,143,5,2,0,6,2,642
24201,172,6,2,6,48,1,642
24202,150,5,2,8,55,1,642
24203,61,2,0,6,48,1,642
24204,91,2,0,0,6,7,642
24205,60,2,0,2,6,13,642
24206,148,5,2,7,55,11,642
24207,107,3,1,6,48,2,642
24208,34,1,0,2,6,1,642
24209,131,5,2,3,6,1,642
24210,42,2,0,3,6,6,642
24211,133,5,2,8,55,1,642
24212,75,2,0,1,6,2,642
24213,97,3,1,9,55,1,642
24214,37,1,0,0,6,11,642
24215,136,5,2,9,55,1,642
24216,12,0,0,5,48,1,642
24217,47,2,0,8,55,4,642
24218,56,2,0,5,48,3,642
24219,128,5,2,4,48,1,642
24220,165,6,2,2,6,1,642
24221,5,0,0,2,6,2,642
24222,170,6,2,7,55,2,642
24223,121,4,1,2,6,1,642
24224,145,5,2,4,48,2,642
24225,69,2,0,5,48,2,642
24226,154,5,2,4,48,2,642
24227,132,5,2,2,6,2,642
24228,176,6,2,3,6,1,642
24229,134,5,2,6,48,9,642
24230,139,5,2,1,6,1,642
24231,149,5,2,7,55,4,642
24232,92,3,1,7,55,1,642
24233,119,4,1,5,48,1,642
24234,14,0,0,0,6,6,642
24235,32,1,0,6,48,2,642
24236,155,5,2,2,6,2,642
24237,53,2,0,3,6,2,642
24238,153,5,2,0,6,1,642
24239,62,2,0,7,55,1,642
24240,130,5,2,1,6,1,642
24241,50,2,0,7,55,1,642
24242,6,0,0,5,48,4,642
24243,143,5,2,0,6,3,643
24244,172,6,2,6,48,2,643
24245,150,5,2,8,55,1,643
24246,61,2,0,6,48,1,643
24247,91,2,0,0,6,9,643
24248,60,2,0,2,6,32,643
24249,148,5,2,7,55,11,643
24250,34,1,0,2,6,5,643
24251,42,2,0,3,6,4,643
24252,75,2,0,1,6,6,643
24253,161,6,2,5,48,1,643
24254,37,1,0,0,6,16,643
24255,136,5,2,9,55,3,643
24256,35,1,0,7,55,2,643
24257,56,2,0,5,48,8,643
24258,128,5,2,4,48,1,643
24259,165,6,2,2,6,1,643
24260,5,0,0,2,6,8,643
24261,142,5,2,0,6,1,643
24262,113,3,1,4,48,2,643
24263,170,6,2,7,55,1,643
24264,39,1,0,7,55,1,643
24265,121,4,1,2,6,1,643
24266,145,5,2,4,48,5,643
24267,54,2,0,5,48,1,643
24268,174,6,2,7,55,1,643
24269,73,2,0,5,48,1,643
24270,69,2,0,5,48,1,643
24271,22,1,0,9,55,1,643
24272,154,5,2,4,48,2,643
24273,132,5,2,2,6,2,643
24274,140,5,2,1,6,1,643
24275,176,6,2,3,6,1,643
24276,28,1,0,8,55,1,643
24277,51,2,0,8,55,2,643
24278,134,5,2,6,48,22,643
24279,70,2,0,9,55,1,643
24280,139,5,2,1,6,2,643
24281,149,5,2,7,55,3,643
24282,10,0,0,5,48,1,643
24283,4,0,0,7,55,1,643
24284,32,1,0,6,48,3,643
24285,118,4,1,2,6,1,643
24286,155,5,2,2,6,1,643
24287,177,6,2,5,48,1,643
24288,53,2,0,3,6,1,643
24289,115,3,1,3,6,11,643
24290,130,5,2,1,6,4,643
24291,50,2,0,7,55,2,643
24292,1,0,0,0,6,1,643
24293,6,0,0,5,48,6,643
24294,143,5,2,0,6,3,644
24295,172,6,2,6,48,1,644
24296,150,5,2,8,55,1,644
24297,91,2,0,0,6,11,644
24298,60,2,0,2,6,47,644
24299,148,5,2,7,55,14,644
24300,107,3,1,6,48,13,644
24301,34,1,0,2,6,1,644
24302,42,2,0,3,6,4,644
24303,75,2,0,1,6,5,644
24304,63,2,0,6,48,1,644
24305,97,3,1,9,55,1,644
24306,104,3,1,0,6,1,644
24307,166,6,2,3,6,1,644
24308,37,1,0,0,6,38,644
24309,136,5,2,9,55,1,644
24310,35,1,0,7,55,1,644
24311,47,2,0,8,55,3,644
24312,56,2,0,5,48,1,644
24313,165,6,2,2,6,1,644
24314,84,2,0,2,6,3,644
24315,5,0,0,2,6,7,644
24316,113,3,1,4,48,1,644
24317,163,6,2,7,55,1,644
24318,145,5,2,4,48,3,644
24319,54,2,0,5,48,4,644
24320,73,2,0,5,48,3,644
24321,108,3,1,9,55,2,644
24322,22,1,0,9,55,2,644
24323,154,5,2,4,48,3,644
24324,132,5,2,2,6,2,644
24325,140,5,2,1,6,1,644
24326,138,5,2,0,6,2,644
24327,28,1,0,8,55,2,644
24328,51,2,0,8,55,7,644
24329,134,5,2,6,48,28,644
24330,70,2,0,9,55,2,644
24331,55,2,0,6,48,1,644
24332,149,5,2,7,55,1,644
24333,4,0,0,7,55,1,644
24334,32,1,0,6,48,4,644
24335,115,3,1,3,6,7,644
24336,2,0,0,1,6,2,644
24337,46,2,0,1,6,1,644
24338,130,5,2,1,6,2,644
24339,50,2,0,7,55,3,644
24340,1,0,0,0,6,2,644
24341,99,3,1,3,6,3,644
24342,6,0,0,5,48,1,644
24343,143,5,2,0,6,8,645
24344,150,5,2,8,55,1,645
24345,91,2,0,0,6,19,645
24346,60,2,0,2,6,132,645
24347,164,6,2,5,48,1,645
24348,148,5,2,7,55,5,645
24349,147,5,2,9,55,3,645
24350,107,3,1,6,48,15,645
24351,117,3,1,4,48,1,645
24352,131,5,2,3,6,1,645
24353,42,2,0,3,6,2,645
24354,75,2,0,1,6,6,645
24355,97,3,1,9,55,1,645
24356,104,3,1,0,6,1,645
24357,3,0,0,2,6,2,645
24358,37,1,0,0,6,34,645
24359,136,5,2,9,55,2,645
24360,12,0,0,5,48,1,645
24361,47,2,0,8,55,3,645
24362,56,2,0,5,48,1,645
24363,128,5,2,4,48,1,645
24364,155,5,2,3,6,1,645
24365,5,0,0,2,6,2,645
24366,142,5,2,0,6,1,645
24367,39,1,0,7,55,2,645
24368,54,2,0,5,48,1,645
24369,174,6,2,7,55,2,645
24370,154,5,2,4,48,2,645
24371,132,5,2,2,6,6,645
24372,140,5,2,1,6,3,645
24373,176,6,2,3,6,4,645
24374,138,5,2,0,6,2,645
24375,28,1,0,8,55,6,645
24376,51,2,0,8,55,8,645
24377,30,1,0,0,6,2,645
24378,134,5,2,6,48,30,645
24379,55,2,0,6,48,1,645
24380,149,5,2,7,55,4,645
24381,14,0,0,0,6,5,645
24382,110,3,1,6,48,1,645
24383,57,2,0,8,55,1,645
24384,32,1,0,6,48,4,645
24385,118,4,1,2,6,1,645
24386,52,2,0,4,48,3,645
24387,0,0,0,2,6,1,645
24388,177,6,2,5,48,1,645
24389,53,2,0,3,6,3,645
24390,115,3,1,3,6,6,645
24391,46,2,0,1,6,1,645
24392,62,2,0,7,55,3,645
24393,130,5,2,1,6,3,645
24394,50,2,0,7,55,11,645
24395,1,0,0,0,6,1,645
24396,99,3,1,3,6,1,645
24397,6,0,0,5,48,1,645
24398,143,5,2,0,6,6,646
24399,172,6,2,6,48,1,646
24400,150,5,2,8,55,1,646
24401,91,2,0,0,6,12,646
24402,60,2,0,2,6,29,646
24403,148,5,2,7,55,16,646
24404,107,3,1,6,48,2,646
24405,34,1,0,2,6,2,646
24406,42,2,0,3,6,11,646
24407,75,2,0,1,6,13,646
24408,161,6,2,5,48,1,646
24409,63,2,0,6,48,2,646
24410,97,3,1,9,55,2,646
24411,3,0,0,2,6,1,646
24412,169,6,2,3,6,1,646
24413,37,1,0,0,6,31,646
24414,136,5,2,9,55,6,646
24415,35,1,0,7,55,2,646
24416,47,2,0,8,55,2,646
24417,128,5,2,4,48,1,646
24418,165,6,2,2,6,1,646
24419,155,5,2,3,6,1,646
24420,114,3,1,1,6,1,646
24421,5,0,0,2,6,4,646
24422,113,3,1,4,48,1,646
24423,170,6,2,7,55,1,646
24424,36,1,0,7,55,1,646
24425,145,5,2,4,48,5,646
24426,73,2,0,5,48,2,646
24427,22,1,0,9,55,1,646
24428,154,5,2,4,48,3,646
24429,132,5,2,2,6,5,646
24430,140,5,2,1,6,2,646
24431,176,6,2,3,6,4,646
24432,138,5,2,0,6,1,646
24433,28,1,0,8,55,4,646
24434,51,2,0,8,55,4,646
24435,134,5,2,6,48,32,646
24436,70,2,0,9,55,1,646
24437,139,5,2,1,6,2,646
24438,149,5,2,7,55,3,646
24439,40,2,0,6,48,3,646
24440,92,3,1,7,55,2,646
24441,57,2,0,8,55,1,646
24442,32,1,0,6,48,6,646
24443,52,2,0,4,48,2,646
24444,155,5,2,2,6,3,646
24445,177,6,2,5,48,1,646
24446,115,3,1,3,6,4,646
24447,46,2,0,1,6,2,646
24448,62,2,0,7,55,2,646
24449,130,5,2,1,6,5,646
24450,95,3,1,0,6,1,646
24451,50,2,0,7,55,2,646
24452,1,0,0,0,6,1,646
24453,99,3,1,3,6,4,646
24454,143,5,2,0,6,2,647
24455,172,6,2,6,48,1,647
24456,150,5,2,8,55,1,647
24457,61,2,0,6,48,1,647
24458,91,2,0,0,6,19,647
24459,60,2,0,2,6,4,647
24460,164,6,2,5,48,1,647
24461,107,3,1,6,48,3,647
24462,34,1,0,2,6,4,647
24463,131,5,2,3,6,1,647
24464,42,2,0,3,6,2,647
24465,133,5,2,8,55,1,647
24466,75,2,0,1,6,11,647
24467,63,2,0,6,48,1,647
24468,3,0,0,2,6,2,647
24469,37,1,0,0,6,27,647
24470,12,0,0,5,48,1,647
24471,47,2,0,8,55,2,647
24472,56,2,0,5,48,6,647
24473,114,3,1,1,6,1,647
24474,5,0,0,2,6,16,647
24475,113,3,1,4,48,1,647
24476,121,4,1,2,6,1,647
24477,145,5,2,4,48,2,647
24478,174,6,2,7,55,1,647
24479,22,1,0,9,55,3,647
24480,154,5,2,4,48,3,647
24481,132,5,2,2,6,3,647
24482,140,5,2,1,6,2,647
24483,176,6,2,3,6,3,647
24484,138,5,2,0,6,4,647
24485,28,1,0,8,55,12,647
24486,51,2,0,8,55,4,647
24487,134,5,2,6,48,22,647
24488,55,2,0,6,48,1,647
24489,149,5,2,7,55,2,647
24490,40,2,0,6,48,1,647
24491,14,0,0,0,6,1,647
24492,32,1,0,6,48,5,647
24493,94,3,1,3,6,1,647
24494,115,3,1,3,6,1,647
24495,2,0,0,1,6,2,647
24496,153,5,2,0,6,3,647
24497,62,2,0,7,55,1,647
24498,130,5,2,1,6,2,647
24499,50,2,0,7,55,4,647
24500,6,0,0,5,48,1,647
24501,143,5,2,0,6,3,648
24502,91,2,0,0,6,9,648
24503,60,2,0,2,6,27,648
24504,148,5,2,7,55,7,648
24505,147,5,2,9,55,4,648
24506,124,4,1,5,48,1,648
24507,34,1,0,2,6,1,648
24508,42,2,0,3,6,3,648
24509,102,3,1,2,6,1,648
24510,75,2,0,1,6,13,648
24511,63,2,0,6,48,1,648
24512,178,6,2,3,6,1,648
24513,97,3,1,9,55,1,648
24514,3,0,0,2,6,1,648
24515,37,1,0,0,6,16,648
24516,136,5,2,9,55,3,648
24517,12,0,0,5,48,1,648
24518,47,2,0,8,55,5,648
24519,56,2,0,5,48,2,648
24520,165,6,2,2,6,3,648
24521,77,2,0,2,6,3,648
24522,168,6,2,2,6,1,648
24523,5,0,0,2,6,1,648
24524,113,3,1,4,48,1,648
24525,170,6,2,7,55,1,648
24526,145,5,2,4,48,5,648
24527,73,2,0,5,48,4,648
24528,22,1,0,9,55,1,648
24529,154,5,2,4,48,2,648
24530,132,5,2,2,6,2,648
24531,140,5,2,1,6,1,648
24532,176,6,2,3,6,3,648
24533,138,5,2,0,6,2,648
24534,28,1,0,8,55,1,648
24535,51,2,0,8,55,6,648
24536,30,1,0,0,6,2,648
24537,134,5,2,6,48,14,648
24538,149,5,2,7,55,2,648
24539,40,2,0,6,48,4,648
24540,92,3,1,7,55,1,648
24541,57,2,0,8,55,3,648
24542,32,1,0,6,48,4,648
24543,52,2,0,4,48,3,648
24544,94,3,1,3,6,1,648
24545,0,0,0,2,6,1,648
24546,53,2,0,3,6,2,648
24547,115,3,1,3,6,7,648
24548,62,2,0,7,55,1,648
24549,130,5,2,1,6,4,648
24550,50,2,0,7,55,1,648
24551,143,5,2,0,6,1,649
24552,91,2,0,0,6,14,649
24553,60,2,0,2,6,46,649
24554,148,5,2,7,55,7,649
24555,147,5,2,9,55,9,649
24556,124,4,1,5,48,2,649
24557,34,1,0,2,6,2,649
24558,42,2,0,3,6,3,649
24559,75,2,0,1,6,9,649
24560,97,3,1,9,55,1,649
24561,104,3,1,0,6,1,649
24562,37,1,0,0,6,42,649
24563,23,1,0,2,6,2,649
24564,12,0,0,5,48,1,649
24565,47,2,0,8,55,1,649
24566,165,6,2,2,6,1,649
24567,5,0,0,2,6,2,649
24568,113,3,1,4,48,1,649
24569,163,6,2,7,55,2,649
24570,121,4,1,2,6,1,649
24571,145,5,2,4,48,1,649
24572,54,2,0,5,48,2,649
24573,154,5,2,4,48,1,649
24574,132,5,2,2,6,3,649
24575,140,5,2,1,6,1,649
24576,176,6,2,3,6,3,649
24577,138,5,2,0,6,1,649
24578,51,2,0,8,55,1,649
24579,134,5,2,6,48,26,649
24580,55,2,0,6,48,3,649
24581,149,5,2,7,55,1,649
24582,40,2,0,6,48,1,649
24583,14,0,0,0,6,1,649
24584,57,2,0,8,55,2,649
24585,32,1,0,6,48,8,649
24586,52,2,0,4,48,1,649
24587,88,2,0,9,55,6,649
24588,155,5,2,2,6,1,649
24589,53,2,0,3,6,2,649
24590,115,3,1,3,6,11,649
24591,62,2,0,7,55,2,649
24592,130,5,2,1,6,2,649
24593,1,0,0,0,6,1,649
24594,143,5,2,0,6,3,650
24595,150,5,2,8,55,3,650
24596,91,2,0,0,6,20,650
24597,60,2,0,2,6,12,650
24598,148,5,2,7,55,7,650
24599,147,5,2,9,55,7,650
24600,124,4,1,5,48,2,650
24601,34,1,0,2,6,5,650
24602,42,2,0,3,6,6,650
24603,75,2,0,1,6,9,650
24604,63,2,0,6,48,1,650
24605,37,1,0,0,6,18,650
24606,136,5,2,9,55,2,650
24607,35,1,0,7,55,1,650
24608,12,0,0,5,48,1,650
24609,47,2,0,8,55,6,650
24610,56,2,0,5,48,2,650
24611,165,6,2,2,6,1,650
24612,5,0,0,2,6,3,650
24613,113,3,1,4,48,1,650
24614,54,2,0,5,48,2,650
24615,174,6,2,7,55,1,650
24616,170,6,2,4,48,2,650
24617,69,2,0,5,48,1,650
24618,154,5,2,4,48,1,650
24619,132,5,2,2,6,6,650
24620,140,5,2,1,6,3,650
24621,176,6,2,3,6,1,650
24622,138,5,2,0,6,1,650
24623,28,1,0,8,55,9,650
24624,51,2,0,8,55,4,650
24625,30,1,0,0,6,1,650
24626,134,5,2,6,48,17,650
24627,70,2,0,9,55,1,650
24628,55,2,0,6,48,2,650
24629,149,5,2,7,55,1,650
24630,40,2,0,6,48,2,650
24631,92,3,1,7,55,1,650
24632,14,0,0,0,6,2,650
24633,57,2,0,8,55,1,650
24634,32,1,0,6,48,4,650
24635,88,2,0,9,55,3,650
24636,53,2,0,3,6,1,650
24637,175,6,2,8,55,1,650
24638,62,2,0,7,55,2,650
24639,130,5,2,1,6,2,650
24640,50,2,0,7,55,1,650
24641,1,0,0,0,6,1,650
24642,99,3,1,3,6,2,650
24643,6,0,0,5,48,2,650
24644,143,5,2,0,6,1,651
24645,172,6,2,6,48,1,651
24646,150,5,2,8,55,1,651
24647,91,2,0,0,6,14,651
24648,60,2,0,2,6,27,651
24649,148,5,2,7,55,10,651
24650,147,5,2,9,55,5,651
24651,107,3,1,6,48,2,651
24652,34,1,0,2,6,1,651
24653,42,2,0,3,6,8,651
24654,133,5,2,8,55,1,651
24655,75,2,0,1,6,4,651
24656,161,6,2,5,48,2,651
24657,37,1,0,0,6,26,651
24658,136,5,2,9,55,4,651
24659,47,2,0,8,55,2,651
24660,56,2,0,5,48,2,651
24661,128,5,2,4,48,2,651
24662,142,5,2,0,6,1,651
24663,145,5,2,4,48,1,651
24664,54,2,0,5,48,2,651
24665,174,6,2,7,55,1,651
24666,154,5,2,4,48,3,651
24667,132,5,2,2,6,2,651
24668,140,5,2,1,6,1,651
24669,176,6,2,3,6,1,651
24670,138,5,2,0,6,2,651
24671,28,1,0,8,55,3,651
24672,51,2,0,8,55,10,651
24673,134,5,2,6,48,16,651
24674,70,2,0,9,55,1,651
24675,92,3,1,7,55,1,651
24676,14,0,0,0,6,2,651
24677,57,2,0,8,55,1,651
24678,32,1,0,6,48,7,651
24679,88,2,0,9,55,5,651
24680,155,5,2,2,6,1,651
24681,53,2,0,3,6,2,651
24682,115,3,1,3,6,8,651
24683,2,0,0,1,6,2,651
24684,46,2,0,1,6,1,651
24685,62,2,0,7,55,7,651
24686,130,5,2,1,6,2,651
24687,95,3,1,0,6,2,651
24688,50,2,0,7,55,7,651
24689,99,3,1,3,6,2,651
24690,143,5,2,0,6,3,652
24691,172,6,2,6,48,2,652
24692,150,5,2,8,55,2,652
24693,91,2,0,0,6,6,652
24694,60,2,0,2,6,26,652
24695,164,6,2,5,48,1,652
24696,148,5,2,7,55,15,652
24697,147,5,2,9,55,1,652
24698,124,4,1,5,48,1,652
24699,107,3,1,6,48,5,652
24700,42,2,0,3,6,6,652
24701,75,2,0,1,6,4,652
24702,97,3,1,9,55,2,652
24703,160,5,2,9,55,1,652
24704,3,0,0,2,6,2,652
24705,37,1,0,0,6,28,652
24706,136,5,2,9,55,1,652
24707,47,2,0,8,55,3,652
24708,56,2,0,5,48,3,652
24709,165,6,2,2,6,2,652
24710,103,3,1,9,55,3,652
24711,170,6,2,7,55,1,652
24712,36,1,0,7,55,4,652
24713,121,4,1,2,6,1,652
24714,145,5,2,4,48,1,652
24715,69,2,0,5,48,2,652
24716,22,1,0,9,55,2,652
24717,154,5,2,4,48,1,652
24718,132,5,2,2,6,8,652
24719,138,5,2,0,6,3,652
24720,28,1,0,8,55,1,652
24721,51,2,0,8,55,15,652
24722,134,5,2,6,48,21,652
24723,55,2,0,6,48,4,652
24724,139,5,2,1,6,3,652
24725,149,5,2,7,55,1,652
24726,4,0,0,7,55,2,652
24727,92,3,1,7,55,2,652
24728,14,0,0,0,6,6,652
24729,57,2,0,8,55,1,652
24730,72,2,0,2,6,22,652
24731,32,1,0,6,48,3,652
24732,118,4,1,2,6,1,652
24733,88,2,0,9,55,6,652
24734,155,5,2,2,6,3,652
24735,115,3,1,3,6,3,652
24736,46,2,0,1,6,2,652
24737,62,2,0,7,55,2,652
24738,130,5,2,1,6,4,652
24739,50,2,0,7,55,4,652
24740,1,0,0,0,6,1,652
24741,99,3,1,3,6,4,652
24742,143,5,2,0,6,5,653
24743,172,6,2,6,48,1,653
24744,150,5,2,8,55,2,653
24745,91,2,0,0,6,18,653
24746,60,2,0,2,6,29,653
24747,148,5,2,7,55,11,653
24748,87,2,0,8,55,6,653
24749,147,5,2,9,55,13,653
24750,124,4,1,5,48,3,653
24751,107,3,1,6,48,2,653
24752,117,3,1,4,48,3,653
24753,34,1,0,2,6,2,653
24754,42,2,0,3,6,6,653
24755,102,3,1,2,6,1,653
24756,75,2,0,1,6,12,653
24757,63,2,0,6,48,1,653
24758,97,3,1,9,55,1,653
24759,3,0,0,2,6,1,653
24760,37,1,0,0,6,22,653
24761,136,5,2,9,55,2,653
24762,47,2,0,8,55,3,653
24763,56,2,0,5,48,3,653
24764,165,6,2,2,6,4,653
24765,155,5,2,3,6,1,653
24766,5,0,0,2,6,5,653
24767,113,3,1,4,48,1,653
24768,163,6,2,7,55,1,653
24769,170,6,2,7,55,1,653
24770,36,1,0,7,55,1,653
24771,145,5,2,4,48,2,653
24772,54,2,0,5,48,1,653
24773,73,2,0,5,48,3,653
24774,69,2,0,5,48,1,653
24775,22,1,0,9,55,2,653
24776,154,5,2,4,48,3,653
24777,132,5,2,2,6,11,653
24778,140,5,2,1,6,3,653
24779,28,1,0,8,55,10,653
24780,51,2,0,8,55,10,653
24781,30,1,0,0,6,1,653
24782,134,5,2,6,48,23,653
24783,139,5,2,1,6,2,653
24784,149,5,2,7,55,1,653
24785,40,2,0,6,48,1,653
24786,4,0,0,7,55,1,653
24787,92,3,1,7,55,1,653
24788,14,0,0,0,6,1,653
24789,57,2,0,8,55,1,653
24790,72,2,0,2,6,26,653
24791,32,1,0,6,48,8,653
24792,52,2,0,4,48,2,653
24793,88,2,0,9,55,6,653
24794,155,5,2,2,6,3,653
24795,112,3,1,8,55,1,653
24796,53,2,0,3,6,3,653
24797,115,3,1,3,6,10,653
24798,46,2,0,1,6,2,653
24799,153,5,2,0,6,1,653
24800,62,2,0,7,55,4,653
24801,130,5,2,1,6,3,653
24802,50,2,0,7,55,3,653
24803,1,0,0,0,6,1,653
24804,99,3,1,3,6,1,653
24805,173,6,2,4,48,1,653
24806,91,2,0,0,6,19,654
24807,60,2,0,2,6,11,654
24808,164,6,2,5,48,1,654
24809,148,5,2,7,55,9,654
24810,126,4,1,4,48,2,654
24811,147,5,2,9,55,9,654
24812,107,3,1,6,48,14,654
24813,34,1,0,2,6,1,654
24814,131,5,2,3,6,1,654
24815,42,2,0,3,6,9,654
24816,133,5,2,8,55,1,654
24817,102,3,1,2,6,1,654
24818,75,2,0,1,6,6,654
24819,63,2,0,6,48,2,654
24820,3,0,0,2,6,1,654
24821,37,1,0,0,6,26,654
24822,136,5,2,9,55,2,654
24823,12,0,0,5,48,5,654
24824,47,2,0,8,55,3,654
24825,56,2,0,5,48,2,654
24826,128,5,2,4,48,1,654
24827,165,6,2,2,6,2,654
24828,5,0,0,2,6,2,654
24829,113,3,1,4,48,2,654
24830,54,2,0,5,48,3,654
24831,22,1,0,9,55,4,654
24832,154,5,2,4,48,5,654
24833,132,5,2,2,6,7,654
24834,140,5,2,1,6,2,654
24835,28,1,0,8,55,8,654
24836,51,2,0,8,55,2,654
24837,134,5,2,6,48,25,654
24838,70,2,0,9,55,2,654
24839,139,5,2,1,6,1,654
24840,149,5,2,7,55,3,654
24841,4,0,0,7,55,1,654
24842,92,3,1,7,55,1,654
24843,72,2,0,2,6,26,654
24844,32,1,0,6,48,3,654
24845,52,2,0,4,48,2,654
24846,88,2,0,9,55,10,654
24847,155,5,2,2,6,2,654
24848,71,2,0,3,6,1,654
24849,115,3,1,3,6,2,654
24850,2,0,0,1,6,2,654
24851,62,2,0,7,55,4,654
24852,29,1,0,4,48,1,654
24853,130,5,2,1,6,2,654
24854,50,2,0,7,55,2,654
24855,1,0,0,0,6,2,654
24856,99,3,1,3,6,1,654
24857,6,0,0,5,48,3,654
24858,143,5,2,0,6,2,655
24859,172,6,2,6,48,1,655
24860,150,5,2,8,55,1,655
24861,61,2,0,6,48,1,655
24862,91,2,0,0,6,23,655
24863,60,2,0,2,6,13,655
24864,148,5,2,7,55,9,655
24865,147,5,2,9,55,3,655
24866,124,4,1,5,48,1,655
24867,42,2,0,3,6,5,655
24868,75,2,0,1,6,11,655
24869,178,6,2,3,6,1,655
24870,3,0,0,2,6,1,655
24871,37,1,0,0,6,9,655
24872,136,5,2,9,55,2,655
24873,47,2,0,8,55,4,655
24874,56,2,0,5,48,2,655
24875,165,6,2,2,6,3,655
24876,145,5,2,4,48,1,655
24877,54,2,0,5,48,1,655
24878,73,2,0,5,48,1,655
24879,69,2,0,5,48,1,655
24880,132,5,2,2,6,1,655
24881,140,5,2,1,6,1,655
24882,28,1,0,8,55,1,655
24883,51,2,0,8,55,7,655
24884,134,5,2,6,48,14,655
24885,55,2,0,6,48,1,655
24886,4,0,0,7,55,1,655
24887,72,2,0,2,6,41,655
24888,32,1,0,6,48,5,655
24889,88,2,0,9,55,4,655
24890,155,5,2,2,6,4,655
24891,112,3,1,8,55,2,655
24892,177,6,2,5,48,1,655
24893,53,2,0,3,6,2,655
24894,115,3,1,3,6,2,655
24895,175,6,2,8,55,1,655
24896,153,5,2,0,6,1,655
24897,130,5,2,1,6,2,655
24898,1,0,0,0,6,6,655
24899,143,5,2,0,6,2,656
24900,91,2,0,0,6,4,656
24901,60,2,0,2,6,38,656
24902,148,5,2,7,55,4,656
24903,126,4,1,4,48,1,656
24904,42,2,0,3,6,5,656
24905,75,2,0,1,6,6,656
24906,97,3,1,9,55,1,656
24907,3,0,0,2,6,2,656
24908,37,1,0,0,6,14,656
24909,136,5,2,9,55,2,656
24910,12,0,0,5,48,1,656
24911,47,2,0,8,55,1,656
24912,56,2,0,5,48,2,656
24913,165,6,2,2,6,2,656
24914,5,0,0,2,6,1,656
24915,36,1,0,7,55,1,656
24916,145,5,2,4,48,3,656
24917,174,6,2,7,55,1,656
24918,170,6,2,4,48,1,656
24919,132,5,2,2,6,5,656
24920,28,1,0,8,55,4,656
24921,51,2,0,8,55,3,656
24922,134,5,2,6,48,13,656
24923,55,2,0,6,48,2,656
24924,149,5,2,7,55,1,656
24925,40,2,0,6,48,1,656
24926,14,0,0,0,6,1,656
24927,110,3,1,6,48,1,656
24928,72,2,0,2,6,21,656
24929,32,1,0,6,48,3,656
24930,52,2,0,4,48,2,656
24931,88,2,0,9,55,3,656
24932,2,0,0,1,6,3,656
24933,46,2,0,1,6,4,656
24934,153,5,2,0,6,1,656
24935,62,2,0,7,55,3,656
24936,179,6,2,7,55,1,656
24937,29,1,0,4,48,1,656
24938,130,5,2,1,6,5,656
24939,50,2,0,7,55,9,656
24940,99,3,1,3,6,1,656
24941,143,5,2,0,6,3,657
24942,172,6,2,6,48,1,657
24943,61,2,0,6,48,1,657
24944,91,2,0,0,6,16,657
24945,60,2,0,2,6,1,657
24946,148,5,2,7,55,7,657
24947,124,4,1,5,48,1,657
24948,34,1,0,2,6,3,657
24949,42,2,0,3,6,3,657
24950,75,2,0,1,6,6,657
24951,63,2,0,6,48,2,657
24952,97,3,1,9,55,2,657
24953,3,0,0,2,6,2,657
24954,169,6,2,3,6,1,657
24955,37,1,0,0,6,8,657
24956,12,0,0,5,48,1,657
24957,47,2,0,8,55,4,657
24958,56,2,0,5,48,8,657
24959,165,6,2,2,6,1,657
24960,5,0,0,2,6,2,657
24961,36,1,0,7,55,1,657
24962,145,5,2,4,48,6,657
24963,54,2,0,5,48,2,657
24964,174,6,2,7,55,1,657
24965,22,1,0,9,55,5,657
24966,132,5,2,2,6,1,657
24967,28,1,0,8,55,5,657
24968,51,2,0,8,55,10,657
24969,30,1,0,0,6,1,657
24970,134,5,2,6,48,15,657
24971,70,2,0,9,55,2,657
24972,139,5,2,1,6,1,657
24973,4,0,0,7,55,2,657
24974,92,3,1,7,55,2,657
24975,14,0,0,0,6,1,657
24976,110,3,1,6,48,1,657
24977,72,2,0,2,6,15,657
24978,32,1,0,6,48,5,657
24979,52,2,0,4,48,1,657
24980,88,2,0,9,55,7,657
24981,155,5,2,2,6,1,657
24982,112,3,1,8,55,1,657
24983,53,2,0,3,6,3,657
24984,115,3,1,3,6,3,657
24985,153,5,2,0,6,1,657
24986,62,2,0,7,55,2,657
24987,130,5,2,1,6,3,657
24988,50,2,0,7,55,3,657
24989,99,3,1,3,6,4,657
24990,150,5,2,8,55,2,658
24991,91,2,0,0,6,12,658
24992,60,2,0,2,6,26,658
24993,164,6,2,5,48,2,658
24994,148,5,2,7,55,11,658
24995,42,2,0,3,6,10,658
24996,133,5,2,8,55,2,658
24997,75,2,0,1,6,8,658
24998,97,3,1,9,55,2,658
24999,37,1,0,0,6,22,658
25000,136,5,2,9,55,2,658
